  11 Oct 2016,   0.00,  17.25
  12 Oct 2016,   0.00,  7.41
  13 Oct 2016,   0.00,  7.94
  14 Oct 2016,   0.00,  12.14
  15 Oct 2016,   0.00,  12.52
  16 Oct 2016,   0.00,  10.55
  17 Oct 2016,   0.00,  11.02
  18 Oct 2016,   0.00,  12.87
  19 Oct 2016,   0.00,  15.55
  20 Oct 2016,   0.00,  12.80
  21 Oct 2016,   0.00,  13.06
  22 Oct 2016,   0.00,  17.55
  23 Oct 2016,   0.00,  22.46
  24 Oct 2016,   0.00,  25.04
  25 Oct 2016,   75.39,  26.83
  26 Oct 2016,   0.00,  21.17
  27 Oct 2016,   0.00,  18.31
  28 Oct 2016,   0.00,  16.76
  29 Oct 2016,   0.00,  20.39
  30 Oct 2016,   0.00,  20.01
  31 Oct 2016,   0.00,  19.49
  01 Nov 2016,   0.00,  19.01
  02 Nov 2016,   0.00,  15.74
  03 Nov 2016,   68.47,  21.77
  04 Nov 2016,   184.65,  22.07
  05 Nov 2016,   0.00,  16.57
  06 Nov 2016,   0.00,  15.46
  07 Nov 2016,   0.00,  12.98
  08 Nov 2016,   0.00,  11.52
  09 Nov 2016,   0.00,  9.07
  10 Nov 2016,   0.00,  12.66
  11 Nov 2016,   0.00,  15.60
  12 Nov 2016,   0.00,  13.15
  13 Nov 2016,   0.00,  11.47
  14 Nov 2016,   0.00,  9.38
  15 Nov 2016,   0.00,  9.62
  16 Nov 2016,   0.00,  7.09
  17 Nov 2016,   0.00,  8.04
  18 Nov 2016,   0.00,  6.36
  19 Nov 2016,   0.00,  8.91
  20 Nov 2016,   0.00,  13.72
  21 Nov 2016,   0.00,  21.61
  22 Nov 2016,   0.00,  11.86
  23 Nov 2016,   0.00,  6.57
  24 Nov 2016,   0.00,  8.34
  25 Nov 2016,   0.00,  8.87
  26 Nov 2016,   0.00,  9.27
  27 Nov 2016,   0.00,  10.82
  28 Nov 2016,   0.36,  11.02
  29 Nov 2016,   0.17,  11.85
  30 Nov 2016,   0.00,  4.70
  01 Dec 2016,   0.00,  5.87
  02 Dec 2016,   0.00,  7.31
  03 Dec 2016,   0.00,  11.69
  04 Dec 2016,   0.00,  7.06
  05 Dec 2016,   0.00,  8.72
  06 Dec 2016,   0.00,  12.88
  07 Dec 2016,   0.00,  14.62
  08 Dec 2016,   0.00,  14.40
  09 Dec 2016,   0.00,  12.48
  10 Dec 2016,   0.00,  9.00
  11 Dec 2016,   0.00,  14.99
  12 Dec 2016,   0.00,  18.15
  13 Dec 2016,   0.00,  14.86
  14 Dec 2016,   0.00,  14.55
  15 Dec 2016,   0.00,  8.01
  16 Dec 2016,   0.00,  24.53
  17 Dec 2016,   52.14,  25.58
  18 Dec 2016,   0.00,  3.75
  19 Dec 2016,   0.00,  10.04
  20 Dec 2016,   0.00,  12.02
  21 Dec 2016,   0.00,  31.71
  22 Dec 2016,   6.39,  31.06
  23 Dec 2016,   0.00,  14.13
  24 Dec 2016,   0.00,  9.70
  25 Dec 2016,   3.64,  11.46
  26 Dec 2016,   0.00,  9.29
  27 Dec 2016,   0.00,  8.24
  28 Dec 2016,   0.00,  10.84
  29 Dec 2016,   0.00,  17.72
  30 Dec 2016,   0.00,  20.33
  31 Dec 2016,   68.08,  20.00
